game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Belmont
game_40|Ohio State
game_41|Kansas
game_42|VCU
game_43|Florida
game_44|Florida GC
game_45|NC State
game_46|California
game_47|Butler
game_48|Miami
game_49|Missouri
game_50|Duke
game_51|Wichita State
game_52|Ohio State
game_53|VCU
game_54|Florida GC
game_55|NC State
game_56|Butler
game_57|Missouri
game_58|Wichita State
game_59|Florida GC
game_60|NC State
game_61|Wichita State
game_62|NC State
game_63|Wichita State
name|Semaj the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
