game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Southern
game_38|Ole Miss
game_39|Harvard
game_40|Iona
game_41|Villanova
game_42|VCU
game_43|Minnesota
game_44|Florida GC
game_45|Indiana
game_46|Syracuse
game_47|Butler
game_48|Illinois
game_49|Saint Louis
game_50|Middle Tenn/St Marys
game_51|Ole Miss
game_52|Harvard
game_53|VCU
game_54|Minnesota
game_55|Syracuse
game_56|Butler
game_57|Middle Tenn/St Marys
game_58|Harvard
game_59|Minnesota
game_60|Syracuse
game_61|Harvard
game_62|Syracuse
game_63|Harvard
name|Genesis the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
