game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Pittsburgh
game_38|Boise State/La Salle
game_39|Harvard
game_40|Notre Dame
game_41|Kansas
game_42|VCU
game_43|Florida
game_44|Florida GC
game_45|Indiana
game_46|Montana
game_47|Marquette
game_48|Colorado
game_49|Colorado State
game_50|Albany
game_51|Boise State/La Salle
game_52|Harvard
game_53|Kansas
game_54|Florida GC
game_55|Indiana
game_56|Colorado
game_57|Albany
game_58|Boise State/La Salle
game_59|Kansas
game_60|Colorado
game_61|Boise State/La Salle
game_62|Kansas
game_63|Kansas
name|Nyasia the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
