game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Cincinnati
game_37|Gonzaga
game_38|Wisconsin
game_39|Arizona
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|UCLA
game_44|San Diego State
game_45|Temple
game_46|California
game_47|Marquette
game_48|Colorado
game_49|New Mexico State
game_50|Memphis
game_51|Wisconsin
game_52|Arizona
game_53|Michigan
game_54|UCLA
game_55|California
game_56|Marquette
game_57|Memphis
game_58|Arizona
game_59|UCLA
game_60|California
game_61|Arizona
game_62|UCLA
game_63|UCLA
name|Nichole the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
