game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Memphis
game_36|Duke
game_37|Southern
game_38|Wisconsin
game_39|Arizona
game_40|Notre Dame
game_41|North Carolina
game_42|Michigan
game_43|Northwestern State
game_44|San Diego State
game_45|LIU/James Madison
game_46|Syracuse
game_47|Davidson
game_48|Pacific
game_49|Colorado State
game_50|Duke
game_51|Wisconsin
game_52|Arizona
game_53|North Carolina
game_54|San Diego State
game_55|LIU/James Madison
game_56|Pacific
game_57|Colorado State
game_58|Wisconsin
game_59|San Diego State
game_60|Pacific
game_61|Wisconsin
game_62|Pacific
game_63|Wisconsin
name|Tanner the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
