game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Valparaiso
game_36|Creighton
game_37|Wichita State
game_38|Wisconsin
game_39|New Mexico
game_40|Iona
game_41|Western Kentucky
game_42|Michigan
game_43|UCLA
game_44|Georgetown
game_45|NC State
game_46|Montana
game_47|Davidson
game_48|Illinois
game_49|Oklahoma State
game_50|Valparaiso
game_51|Wisconsin
game_52|New Mexico
game_53|Western Kentucky
game_54|UCLA
game_55|Montana
game_56|Illinois
game_57|Valparaiso
game_58|Wisconsin
game_59|Western Kentucky
game_60|Montana
game_61|Wisconsin
game_62|Montana
game_63|Wisconsin
name|Trever the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
