game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Gonzaga
game_38|Ole Miss
game_39|Harvard
game_40|Ohio State
game_41|Kansas
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|Indiana
game_46|Syracuse
game_47|Butler
game_48|Miami
game_49|Oregon
game_50|Middle Tenn/St Marys
game_51|Gonzaga
game_52|Ohio State
game_53|Kansas
game_54|Minnesota
game_55|Indiana
game_56|Butler
game_57|Middle Tenn/St Marys
game_58|Ohio State
game_59|Minnesota
game_60|Butler
game_61|Middle Tenn/St Marys
game_62|Butler
game_63|Butler
name|Breana the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
