game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Michigan State
game_36|Duke
game_37|Pittsburgh
game_38|Kansas State
game_39|Arizona
game_40|Notre Dame
game_41|Villanova
game_42|Akron
game_43|Florida
game_44|San Diego State
game_45|Indiana
game_46|Montana
game_47|Butler
game_48|Colorado
game_49|Oregon
game_50|Duke
game_51|Pittsburgh
game_52|Notre Dame
game_53|Villanova
game_54|San Diego State
game_55|Indiana
game_56|Butler
game_57|Oregon
game_58|Pittsburgh
game_59|Villanova
game_60|Indiana
game_61|Oregon
game_62|Indiana
game_63|Indiana
name|Milton the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
