game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Valparaiso
game_36|Albany
game_37|Southern
game_38|Kansas State
game_39|New Mexico
game_40|Iona
game_41|Kansas
game_42|VCU
game_43|Northwestern State
game_44|Georgetown
game_45|NC State
game_46|California
game_47|Bucknell
game_48|Pacific
game_49|Colorado State
game_50|Albany
game_51|Southern
game_52|Iona
game_53|Kansas
game_54|Georgetown
game_55|NC State
game_56|Bucknell
game_57|Colorado State
game_58|Iona
game_59|Kansas
game_60|Bucknell
game_61|Iona
game_62|Bucknell
game_63|Iona
name|Janessa the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
