game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Memphis
game_36|Albany
game_37|Wichita State
game_38|Kansas State
game_39|Belmont
game_40|Notre Dame
game_41|Kansas
game_42|VCU
game_43|Northwestern State
game_44|Georgetown
game_45|LIU/James Madison
game_46|Syracuse
game_47|Davidson
game_48|Illinois
game_49|Oklahoma State
game_50|Albany
game_51|Wichita State
game_52|Belmont
game_53|VCU
game_54|Georgetown
game_55|LIU/James Madison
game_56|Davidson
game_57|Albany
game_58|Belmont
game_59|Georgetown
game_60|Davidson
game_61|Albany
game_62|Georgetown
game_63|Georgetown
name|Sincere the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
