game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Memphis
game_36|Duke
game_37|Pittsburgh
game_38|Ole Miss
game_39|Arizona
game_40|Iowa State
game_41|Kansas
game_42|Akron
game_43|Florida
game_44|Florida GC
game_45|NC State
game_46|UNLV
game_47|Marquette
game_48|Colorado
game_49|Oklahoma State
game_50|Memphis
game_51|Ole Miss
game_52|Arizona
game_53|Kansas
game_54|Florida
game_55|UNLV
game_56|Marquette
game_57|Memphis
game_58|Ole Miss
game_59|Kansas
game_60|UNLV
game_61|Ole Miss
game_62|UNLV
game_63|UNLV
name|Amiya the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
