game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Creighton
game_37|Southern
game_38|Wisconsin
game_39|Belmont
game_40|Ohio State
game_41|Kansas
game_42|Michigan
game_43|Florida
game_44|San Diego State
game_45|Temple
game_46|UNLV
game_47|Davidson
game_48|Pacific
game_49|Oregon
game_50|Valparaiso
game_51|Southern
game_52|Ohio State
game_53|Michigan
game_54|Florida
game_55|Temple
game_56|Pacific
game_57|Oregon
game_58|Southern
game_59|Florida
game_60|Temple
game_61|Southern
game_62|Florida
game_63|Southern
name|Araceli the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
