game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Valparaiso
game_36|Creighton
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Harvard
game_40|Iowa State
game_41|North Carolina
game_42|Akron
game_43|Minnesota
game_44|Florida GC
game_45|Indiana
game_46|Syracuse
game_47|Butler
game_48|Colorado
game_49|Colorado State
game_50|Valparaiso
game_51|Boise State/La Salle
game_52|Harvard
game_53|North Carolina
game_54|Minnesota
game_55|Indiana
game_56|Colorado
game_57|Colorado State
game_58|Harvard
game_59|North Carolina
game_60|Indiana
game_61|Colorado State
game_62|North Carolina
game_63|North Carolina
name|Albert the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
